σY,exp_action,expected_cost
329.89148678029994,no_action,0.0
329.9178743409436,no_action,0.0
329.9486621601417,no_action,0.0
329.95993038675806,no_action,0.0
329.9619388447685,no_action,0.0
329.9799581839492,no_action,0.0
329.9872126161627,no_action,0.0
330.0079090442476,no_action,0.0
330.02701996211323,no_action,0.0
330.0317065844665,no_action,0.0
330.03925691860144,no_action,0.0
330.0505039209731,no_action,0.0
330.0617714707025,no_action,0.0
330.08041730535876,no_action,0.0
330.08041730535876,no_action,0.0
330.0996915211817,no_action,0.0
330.10691832300495,no_action,0.0
330.13312535374797,no_action,0.0
330.13948454386474,no_action,0.0
330.1683454552844,no_action,0.0
330.18319857214675,no_action,0.0
330.192483383762,no_action,0.0
330.1971815285849,no_action,0.0
330.25051063714227,no_action,0.0
330.26483989783475,no_action,0.0
330.3065974247381,no_action,0.0
330.3070109138821,no_action,0.0
330.32116574686927,no_action,0.0
330.3218712453365,no_action,0.0
330.36383742359885,no_action,0.0
330.3919701501342,no_action,0.0
330.39606578525473,no_action,0.0
330.3995041471602,no_action,0.0
330.4303772611504,no_action,0.0
330.43059148655703,no_action,0.0
330.4386160179885,no_action,0.0
330.4431658709008,no_action,0.0
330.4864207796815,no_action,0.0
330.50647659953614,no_action,0.0
330.51084508621403,no_action,0.0
330.51505290682195,no_action,0.0
330.5399314829071,no_action,0.0
330.5415358641851,no_action,0.0
330.59633028515134,no_action,0.0
330.6089411328454,no_action,0.0
330.6121529625391,no_action,0.0
330.62796123685104,no_action,0.0
330.6330742111704,no_action,0.0
330.647428834245,no_action,0.0
330.6807419441392,no_action,0.0
330.6930526833905,no_action,0.0
330.69928251042194,no_action,0.0
330.7324978676457,no_action,0.0
330.74635358156087,no_action,0.0
330.75862741454654,no_action,0.0
330.76671344608735,no_action,0.0
330.82744458467323,no_action,0.0
330.8669454087964,no_action,0.0
330.8725351533368,no_action,0.0
330.8789554226472,no_action,0.0
330.88786733525905,no_action,0.0
330.92961263691296,no_action,0.0
330.93849299203504,no_action,0.0
330.97025309582466,no_action,0.0
330.97746532812863,no_action,0.0
330.9835078763444,no_action,0.0
330.9986212766121,no_action,0.0
331.0079430760675,no_action,0.0
331.04000167956883,no_action,0.0
331.0430827476938,no_action,0.0
331.0647688786677,no_action,0.0
331.0656939105979,no_action,0.0
331.09166618395324,no_action,0.0
331.1840991679478,no_action,0.0
331.18484557468,no_action,0.0
331.18747368190526,no_action,0.0
331.20826814737353,no_action,0.0
331.22589156558905,no_action,0.0
331.2277089970996,no_action,0.0
331.23270554870277,no_action,0.0
331.2349484652496,no_action,0.0
331.24266234667573,no_action,0.0
331.2447405558609,no_action,0.0
331.28398686662155,no_action,0.0
331.3036012563808,no_action,0.0
331.30471496437644,no_action,0.0
331.3053973590267,no_action,0.0
331.30894994380054,no_action,0.0
331.316373825826,no_action,0.0
331.32995858330924,no_action,0.0
331.32995858330924,no_action,0.0
331.37232408128796,no_action,0.0
331.3741985972926,no_action,0.0
331.39178947665556,no_action,0.0
331.4135912366347,no_action,0.0
331.4162958975729,no_action,0.0
331.4323886797928,no_action,0.0
331.4333464711999,no_action,0.0
331.4333464711999,no_action,0.0
331.43466204039413,no_action,0.0
331.4750770258775,no_action,0.0
331.486940174244,no_action,0.0
331.49125940226344,no_action,0.0
331.50109772645743,no_action,0.0
331.51470575859554,no_action,0.0
331.5546971044761,no_action,0.0
331.55748824074635,no_action,0.0
331.5806565818016,no_action,0.0
331.60164836181497,no_action,0.0
331.6315237203527,no_action,0.0
331.6813882189041,no_action,0.0
331.6879512755498,no_action,0.0
331.6993096255441,no_action,0.0
331.7037277383959,no_action,0.0
331.7045944392127,no_action,0.0
331.7076968111739,no_action,0.0
331.75713203705396,no_action,0.0
331.77775129100246,no_action,0.0
331.77775129100246,no_action,0.0
331.7983558602843,no_action,0.0
331.8114131573998,no_action,0.0
331.82628808473686,no_action,0.0
331.85917103516323,no_action,0.0
331.86622921928375,no_action,0.0
331.86764099709956,no_action,0.0
331.91403081157097,no_action,0.0
331.9571364328959,no_action,0.0
331.98200336958604,no_action,0.0
331.98393275832353,no_action,0.0
332.01109734764395,no_action,0.0
332.0141928087749,no_action,0.0
332.0750503667059,no_action,0.0
332.12478380715834,no_action,0.0
332.1316984193465,no_action,0.0
332.1316984193465,no_action,0.0
332.1374705652721,no_action,0.0
332.15097685042144,no_action,0.0
332.18656797968765,no_action,0.0
332.18656797968765,no_action,0.0
332.22441077055555,no_action,0.0
332.2384759134827,no_action,0.0
332.2789088680831,no_action,0.0
332.2794658539474,no_action,0.0
332.28254465354775,no_action,0.0
332.287755141941,no_action,0.0
332.32437862015365,no_action,0.0
332.3434344712734,no_action,0.0
332.3526124257032,no_action,0.0
332.3595430617145,no_action,0.0
332.3860187656689,no_action,0.0
332.3912772164172,no_action,0.0
332.4005862889344,no_action,0.0
332.4057469312372,no_action,0.0
332.4466714624149,no_action,0.0
332.4593305977856,no_action,0.0
332.4868600439135,no_action,0.0
332.52468651100946,no_action,0.0
332.53674394433637,no_action,0.0
332.54750996906245,no_action,0.0
332.5478703679288,no_action,0.0
332.5509771053783,no_action,0.0
332.5581056693357,no_action,0.0
332.56097870711784,no_action,0.0
332.5690056880744,no_action,0.0
332.5790926191337,no_action,0.0
332.5944059556129,no_action,0.0
332.6036424023028,no_action,0.0
332.6059373597697,no_action,0.0
332.61011832022444,no_action,0.0
332.611587714145,no_action,0.0
332.611587714145,no_action,0.0
332.61926619893956,no_action,0.0
332.6677193899561,no_action,0.0
332.6851193018404,no_action,0.0
332.6889013229769,no_action,0.0
332.6890396927275,no_action,0.0
332.69015014176364,no_action,0.0
332.7124637295759,no_action,0.0
332.7150028452196,no_action,0.0
332.7410780815448,no_action,0.0
332.7445718159247,no_action,0.0
332.7463004436632,no_action,0.0
332.7473740807141,no_action,0.0
332.76022978157926,no_action,0.0
332.7621753979653,no_action,0.0
332.7779572872351,no_action,0.0
332.78308042280537,no_action,0.0
332.8077924539553,no_action,0.0
332.81268231023574,no_action,0.0
332.81396637360285,no_action,0.0
332.8148490257637,no_action,0.0
332.8313151965555,no_action,0.0
332.83366628862734,no_action,0.0
332.8445780864078,no_action,0.0
332.8486314736898,no_action,0.0
332.85587753932674,no_action,0.0
332.87924386503795,no_action,0.0
332.88871779061867,no_action,0.0
332.90626896310823,no_action,0.0
332.9074356502339,no_action,0.0
332.91310139665273,no_action,0.0
332.92947624473976,no_action,0.0
332.93152167526256,no_action,0.0
332.9428546513021,no_action,0.0
332.9469338248534,no_action,0.0
332.96321269200064,no_action,0.0
332.9985598655327,no_action,0.0
333.00305705029393,no_action,0.0
333.01500296022664,no_action,0.0
333.020070785655,no_action,0.0
333.0397322978798,no_action,0.0
333.08696880017686,no_action,0.0
333.1204696682996,no_action,0.0
333.1218518826343,no_action,0.0
333.1560398641519,no_action,0.0
333.1938684452835,no_action,0.0
333.2162354470339,no_action,0.0
333.2877709709731,no_action,0.0
333.2881763045022,no_action,0.0
333.2935399167976,no_action,0.0
333.2948625980043,no_action,0.0
333.30591414477794,no_action,0.0
333.35822541626226,no_action,0.0
333.35876656452103,no_action,0.0
333.35927961464205,no_action,0.0
333.35979151072087,no_action,0.0
333.4393481444433,no_action,0.0
333.4455554402031,no_action,0.0
333.4994340118919,no_action,0.0
333.54018370582287,no_action,0.0
333.56630754616134,no_action,0.0
333.57926031334915,no_action,0.0
333.6016457944937,no_action,0.0
333.6127183073512,no_action,0.0
333.6419847777642,no_action,0.0
333.64943536059354,no_action,0.0
333.66755155549674,no_action,0.0
333.720320631315,no_action,0.0
333.7355948026783,no_action,0.0
333.7514818176836,no_action,0.0
333.754035408932,no_action,0.0
333.78190811232656,no_action,0.0
333.7836861614184,no_action,0.0
333.78969054645717,no_action,0.0
333.8163911519717,no_action,0.0
333.8511722739275,no_action,0.0
333.85242980916314,no_action,0.0
333.8930112948452,no_action,0.0
333.89396511837305,no_action,0.0
333.8950242346627,no_action,0.0
333.9359272037015,no_action,0.0
333.9522630272477,no_action,0.0
333.95704686621605,no_action,0.0
333.9651921415359,no_action,0.0
333.97631330766615,no_action,0.0
333.98140211769766,no_action,0.0
333.98301403034236,no_action,0.0
333.9926229059527,no_action,0.0
334.0223841276217,no_action,0.0
334.02524839263697,no_action,0.0
334.05406034663235,no_action,0.0
334.05837669177413,no_action,0.0
334.07831960121143,no_action,0.0
334.081136123876,no_action,0.0
334.081428880361,no_action,0.0
334.1041499442248,no_action,0.0
334.11088794704216,no_action,0.0
334.1118747166351,no_action,0.0
334.1456040886925,no_action,0.0
334.1462357787825,no_action,0.0
334.1537723734773,no_action,0.0
334.1568952792094,no_action,0.0
334.1843268356997,no_action,0.0
334.26948001251606,no_action,0.0
334.27011444972374,no_action,0.0
334.2863095644345,no_action,0.0
334.3045082590722,no_action,0.0
334.3107976427399,no_action,0.0
334.3266738923444,no_action,0.0
334.3274614526828,no_action,0.0
334.347484207903,no_action,0.0
334.3564744542,no_action,0.0
334.38483074639174,no_action,0.0
334.3971062377196,no_action,0.0
334.40926799360466,no_action,0.0
334.411354850529,no_action,0.0
334.4288602240829,no_action,0.0
334.45157856508894,no_action,0.0
334.4521093937921,no_action,0.0
334.4566851367761,no_action,0.0
334.47907257819327,no_action,0.0
334.4834971726434,no_action,0.0
334.48426766220365,no_action,0.0
334.48426766220365,no_action,0.0
334.48753857156436,no_action,0.0
334.49829921710426,no_action,0.0
334.507446980121,no_action,0.0
334.52113160974415,no_action,0.0
334.5438242003662,no_action,0.0
334.55200976912715,no_action,0.0
334.55563240145455,no_action,0.0
334.5621989404243,no_action,0.0
334.57183311078506,no_action,0.0
334.5723129353518,no_action,0.0
